Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,AdaBoost,MLP
0.9464784313289639,0.9466878060152848,0.9002610618452167,0.9974897974040833,0.9962943817159846,0.9533269722153086,0.912611099858781
0.9439133916299709,0.9429592771433128,0.8994880838199347,0.9978814820859349,0.9969213369767349,0.9572288341458287,0.917858820374373
0.9419930876950059,0.9411525480078586,0.890449108307597,0.9977174487503594,0.9965350720730246,0.9516369895887801,0.899543251470602
0.9448233170509389,0.9447014755063363,0.9025526892332121,0.9981278036918682,0.9971315951757683,0.9522135204802461,0.9148868524408739
0.9463535833995621,0.9454860984401623,0.8952098001281147,0.9982677362356515,0.9965609312502928,0.9514111607987,0.9089794438895782
0.9472416100485911,0.9471394681877061,0.9001515662561346,0.9978886941321972,0.9963094582925074,0.9576848751743866,0.8884289712025757
0.9462404746035943,0.9456929959257449,0.9026384887455126,0.9981916339861985,0.9966315077366046,0.956205924180809,0.912345367624644
0.9456138523280188,0.9451597443468472,0.8993251422122093,0.9984034912860583,0.9965075329192006,0.9574373067491002,0.9089749181130019
0.94376057048209,0.9433037328901303,0.901270869443688,0.9980147640524266,0.9965177591703116,0.9560736426981251,0.9189301989166099
0.9446138428378292,0.9439886315683603,0.8980032144395994,0.9982199683672964,0.9963802484383198,0.9564285479259299,0.9148109219561258
0.9380876509496754,0.9386114982147958,0.8970403068944381,0.9972249056178893,0.9964016667703741,0.9530020232499354,0.9029249945314902
0.9451048924289825,0.9449560022757295,0.9023852870494556,0.9982959716314723,0.9966307652325022,0.9572452553187981,0.9137832485288165
0.9418890542272603,0.9420254374542149,0.8985842913722051,0.9982266228745675,0.9963201537353281,0.9573963289937089,0.915000475716716
0.9446880687953605,0.9446017934580776,0.9041095419616166,0.9977142515203805,0.9965406130843948,0.955771905570319,0.9163879695791852
0.9492461153921283,0.9492184043281285,0.9064132378902999,0.9983730166290944,0.9970419001792409,0.9587486640679523,0.9121229288939938
0.9422608582302326,0.9423492959745723,0.8943889835136745,0.9969229641352824,0.9962229992122501,0.9529353551242794,0.9136530454337596
0.946700903885874,0.9470044152404464,0.9044793523178397,0.9984998848105505,0.9958826044657335,0.9555410978975344,0.9153948798775111
0.9456031355004055,0.9447255667151859,0.9008312298415527,0.9982417774554256,0.9966171885843192,0.9553983100949927,0.9111353939640247
0.9419245086736248,0.942530400398393,0.9018024223356604,0.997669900780773,0.9962076000776328,0.9538799854083557,0.9144373394738254
0.9483223942322225,0.947713502748843,0.9026145340895518,0.9977234950001315,0.9966289711475803,0.9537985728521977,0.9180366678177648
