Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,AdaBoost,MLP
0.7589835479691049,0.7561836576650075,0.5736650435251056,0.9913738275421515,0.9883014954611324,0.8824665649320156,0.5451285026917507
0.7464660139921186,0.7458555574035086,0.5688693972755987,0.99133010537674,0.9890375359603146,0.884481443995105,0.47930463831020886
0.7291915406160556,0.7297333012611904,0.5857674241926598,0.9899756772802764,0.9889364688320438,0.8843079023902168,0.5574378498453647
0.7577654690136811,0.7574956455565184,0.5973906193713885,0.9915840728227158,0.9875588861689722,0.8867607929535526,0.5910955694765077
0.755467607524111,0.7539421048044157,0.592634716957603,0.990208392512506,0.9899679657488503,0.8846647705973865,0.5861561306420551
0.763007322353933,0.7633760401227279,0.6087280094599301,0.9905923561965508,0.9882840912567993,0.8874512497521079,0.5866935740078223
0.7479565016765151,0.7483565020118765,0.5889916754022548,0.9908273401305715,0.9873512887875567,0.8891009389276544,0.5854384234526251
0.7724294862015101,0.7720123238473108,0.603875716043235,0.9919613022296789,0.9892728981430998,0.8854300251221044,0.5696568610715402
0.7346016106279878,0.7360985312252224,0.5853253112708849,0.989665774927336,0.986322322745054,0.8836430407825293,0.5384621823602436
0.7394657747825271,0.7391630588563098,0.5952130684093544,0.9905222894443642,0.9866531380579221,0.8794964351486777,0.5619278286097951
0.7497745838343015,0.7546452872935293,0.600642698141117,0.9895226574624636,0.9890815046042419,0.8955617303806401,0.5795912920150667
0.7433772897247963,0.7416620388447568,0.5863463612289156,0.9904489371735222,0.9889203650495838,0.8881506387878714,0.49038829612679924
0.7483181445825411,0.7508092020833279,0.610302553587141,0.991623561910373,0.9879516181662286,0.8872549333533919,0.574189371968219
0.7398457019640636,0.7416289894681806,0.5832688690302835,0.9906118531599222,0.9870266727147927,0.8792765879273488,0.5576069980852498
0.7514155389421208,0.7507742496611083,0.5754821520893054,0.9913733733206817,0.9870076773409692,0.88392348388486,0.5230972541893527
0.7575728409938829,0.7569234759307129,0.6053375654561346,0.9905584152496975,0.9893213892653461,0.8833467718698007,0.582730011703322
0.7415771090640098,0.740088563434417,0.5774002130610805,0.9861677908081207,0.9872440805907231,0.8841773433375865,0.5315195013175924
0.7392009916627513,0.7385392860182061,0.5816813628370047,0.9923562909947643,0.988927427581649,0.8909316217427476,0.5572843929597147
0.7319546460599075,0.7329748677150679,0.5727609951234707,0.9903704345031654,0.9865524786633161,0.8751565095473592,0.5544476285665856
0.7314083581367177,0.7308990746576922,0.5824622235503223,0.9903860313875962,0.9875158187754985,0.8815702585761992,0.5405143388140747
