Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,AdaBoost,MLP
0.9380953796691152,0.9378423655775032,0.8776446221071266,0.9971807527640671,0.9952188367878093,0.9335782625047112,0.8927441755089381
0.934553440514407,0.9348491662622068,0.8823944547717533,0.9973648418131061,0.995371413642105,0.9384520740050712,0.896287557800021
0.9350014708972623,0.9349605680157721,0.8728640762677443,0.9973314604582211,0.9954547449410659,0.9310081656923987,0.8784292840581754
0.9365623817066593,0.9363011728328156,0.8837190229745148,0.9971975855986125,0.9953726453983507,0.9402051192414806,0.9013127807024329
0.9375732966540066,0.9375923095612886,0.8762169283367384,0.9973034848669802,0.9956500137259297,0.9389382390268363,0.8967207949930858
0.9386358399552636,0.9384634894387264,0.8817917990482534,0.9970986815434912,0.9952221330855284,0.9360086205816682,0.8957163014686627
0.93427292842118,0.9340064908728061,0.8763013542961671,0.997316229603374,0.9954885343989547,0.9355342116666141,0.8836887368397149
0.9408472451572852,0.9407905184114521,0.8837312377724218,0.9971776396968107,0.9955729546676033,0.9374234238923765,0.9005450724777002
0.9356143050554173,0.9356590830622418,0.886371049468464,0.9976746127787495,0.9951738468297936,0.9364027793247682,0.902351039617489
0.9347354174643125,0.9348192930976356,0.8788930236551221,0.9977456391026586,0.9953492856802112,0.9372991743176434,0.8899224508943661
0.9230899720185193,0.9227620058567313,0.8782799089015568,0.9977543449396096,0.9954416283098129,0.9327722090362639,0.8920948541052606
0.9360820228078514,0.9360568514240458,0.8807477314271575,0.997248608940094,0.9951633034316575,0.9363009373484938,0.899016146746419
0.9312262849586076,0.9311173590605937,0.8812482051312246,0.9974911455313906,0.9952616157223361,0.9365883246173939,0.8947499682188513
0.9301183687854311,0.9298882570647229,0.8831929638714853,0.9972443487491338,0.9948161790113065,0.9311845998801832,0.8981156823578726
0.9409716294233575,0.9408004529517269,0.8848751890421466,0.9975116705881449,0.995076555787941,0.9389589032991369,0.903921545101247
0.9335458398487008,0.933381947704368,0.875288485325508,0.9962961273451139,0.9949553851813216,0.9303890925851208,0.8963021044655872
0.9379611007379004,0.937825865188605,0.885239651113657,0.997066163838411,0.9951172405102461,0.9364615395456181,0.8984589586018739
0.9351070271592185,0.9348820406271436,0.8798846462147222,0.9972117969638924,0.9955780585897039,0.9315692951216117,0.8920064898567319
0.9243597475150018,0.9239533359183971,0.8790287585545424,0.9976527684712901,0.9953219215021679,0.9360688458864423,0.8902898303921841
0.9405931990442751,0.9408425786591341,0.8848126574357353,0.9967602581677347,0.9946811785824468,0.9379351137739558,0.899450600208463
