Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,AdaBoost,MLP
0.8653841705820166,0.8606156537333676,0.7358038066318764,0.9965246691170908,0.9935612001007089,0.8943712374063325,0.7716200444023668
0.8597541314236764,0.8570140410235033,0.751400806354396,0.9967735377188434,0.993001615607132,0.9048463048324397,0.7902947919008944
0.8600494040469546,0.8568760894975507,0.7370318092487748,0.9961940965743209,0.9924648737447808,0.8923431364910575,0.758299121249736
0.8528943204956367,0.8476538951135367,0.742110024230278,0.9966347863763064,0.9935164008372662,0.8875952050173728,0.771458733807127
0.8636255182113917,0.8597003264602654,0.7447919745214795,0.9975498909193358,0.994209557304031,0.9035803982307359,0.7690891769277732
0.8717000394097355,0.8691819883034018,0.7448336825068523,0.9964581186445743,0.9933906282606345,0.8947712266692672,0.7815492292062777
0.8465519652329997,0.8392687664865773,0.7256319749704476,0.9970421164477756,0.9926155198273171,0.892073591336659,0.7646331219792651
0.8677984651886123,0.8654223526806535,0.7381532336159311,0.9963855314324614,0.9929926337677466,0.9008462659895621,0.7461738810219876
0.8625928018623914,0.8596543548707749,0.748464432985894,0.9964426423149726,0.9941052884374877,0.8861113476709215,0.7770581167451809
0.8557870862444932,0.851850777826514,0.7316248730284287,0.9970894544871525,0.9930569090938262,0.8935865495228469,0.7442910797498817
0.8133803490270258,0.7981913974592638,0.735446569958021,0.9970059832648392,0.9935762226001713,0.8903772592561487,0.7416132333314245
0.8610732933010029,0.8576635270020533,0.7347782134526701,0.9973831597553697,0.9936702650233802,0.8922342598090788,0.7661666670706514
0.8386610937024829,0.8292752642320483,0.7316204670252549,0.9968189992348068,0.9930508460006238,0.8901485196646851,0.7487281043002957
0.8250064423253891,0.8146343640344651,0.7207696043377925,0.9958267221862367,0.9925097140515802,0.8786712068036578,0.7100554714494357
0.8680557275403195,0.8627273584805505,0.7399234479024346,0.9971275597879756,0.9935098630732803,0.89548061675748,0.7782846824937896
0.8595902199490622,0.8555410443103667,0.733579877031522,0.9959601028914061,0.9927731581172665,0.894743884139553,0.7824034455923219
0.8529083876523209,0.8474648304140999,0.7221385266772227,0.9971465453191867,0.9919093130709431,0.8883584915419449,0.7691509966056114
0.855810378831532,0.849621367133216,0.722821390195296,0.9969171993025938,0.9941579676443616,0.8774016467794117,0.7321723120119505
0.8059639619825248,0.7878612431530296,0.7365159577496851,0.996504073871419,0.9914345138299837,0.8939037357220554,0.7344710170059472
0.8709164219810914,0.8690704804626079,0.7424488410722071,0.9960846459406822,0.9937746906834688,0.8985569691023394,0.7536002869112637
