Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,AdaBoost,MLP
0.9267093115924747,0.9268185858042659,0.8726583539524229,0.9960189325805707,0.9944034466554772,0.9385865633719044,0.8780321213782071
0.924200615781152,0.9240654599742661,0.8773526446500582,0.9970000520242149,0.9950917482948644,0.9432850557676675,0.8946367428211208
0.9255252144752745,0.9252526390465139,0.8673985424353258,0.9956403379439409,0.9934770323254551,0.9413399283521715,0.8862397822590588
0.9278572009015351,0.9279662051390345,0.8820656092963209,0.9963891661702257,0.9939616166488793,0.9364609911981006,0.8918608572888916
0.930138313086784,0.9299639676553872,0.8752809437674449,0.9973772211321911,0.9945573077144902,0.939833557694467,0.8780985011606953
0.9320024882591498,0.9320514683999052,0.8846563808264524,0.9962341098880512,0.993250975212797,0.9437794244464361,0.8875631819948685
0.9289857440811822,0.9289019940326353,0.8802439768441455,0.9970544570542129,0.9953046117240478,0.9428179084419862,0.8875802611034113
0.9308982678163759,0.9309711512331149,0.8825822067864011,0.9969222275461003,0.9940819693744208,0.9426074896180155,0.8893897606224306
0.9270529602716777,0.9272267503270702,0.8851020091369308,0.996533877471039,0.9943574399869461,0.9382942085499895,0.8919162536791166
0.9276556545719363,0.9275433762480213,0.8807447894293803,0.9969358838759034,0.9935418104298807,0.9432144303078788,0.8856868714466785
0.9213336309195812,0.9217165881315281,0.878726738924129,0.9962595532581561,0.9946666976634816,0.9411906046772339,0.8880824615729487
0.9267743770826828,0.9267752739278755,0.8777575416993565,0.9960474347347906,0.9939859150288601,0.9433966451699092,0.8800567203190567
0.9235648197395931,0.9240501490918088,0.8789497425796363,0.9965747378131554,0.9943373093131417,0.9398284340776663,0.879425673432954
0.9296651356360646,0.9299510045716136,0.888130008950457,0.9967189149302578,0.993799847076971,0.9429827014396025,0.8894411666533633
0.9332049235925184,0.9336658470281998,0.8897646340550212,0.9975207016162082,0.9953044913888023,0.9453502952132601,0.8939834202250534
0.9234446757003978,0.9234729773503438,0.8741209473005632,0.9961497712322727,0.9941277554199327,0.9381113577775081,0.8901604404611404
0.9312745076645909,0.9314630147724642,0.8872944058510518,0.9968868628004649,0.9933979884162397,0.9440199614115818,0.8889145912693871
0.9269315860010479,0.9266552471623356,0.879295401156019,0.9961917342585028,0.99472962936072,0.9404862704735856,0.885054228530233
0.9252507581479219,0.9256413549154534,0.8797196216461742,0.9956140893398276,0.9944511709258828,0.9418123561363337,0.8906868901221363
0.9319105549025032,0.9319116848168375,0.8828721766036611,0.9964527572834978,0.9940336381311569,0.9409137179770306,0.8915534802854024
