Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,AdaBoost,MLP
0.8779336979517033,0.8778637191577802,0.8293196568942849,0.9942176171481643,0.9939014494900166,0.9464970519710512,0.8090639503314916
0.8815627926453684,0.881538301018896,0.8292811757227363,0.9963393796875349,0.9939496495320522,0.9519468237278297,0.8107255690768439
0.8698528902592968,0.8712662738983699,0.8303840594350405,0.9958251409392047,0.993825718497725,0.9400268771630194,0.866500167356018
0.8842435409309206,0.8838619407312465,0.8329315452340316,0.994581947293467,0.9928884268255436,0.9442002702055492,0.8165050233245088
0.8859737515636514,0.8858618615183752,0.8359797371647,0.9966009038380137,0.9938881579612191,0.9398079865506408,0.8008225376986917
0.8840339117222801,0.8834304594510991,0.8342515454292284,0.9948197301054316,0.9943690700150676,0.9445606986437179,0.8298777136340667
0.8748855030618042,0.8752045546010719,0.8275584271430091,0.9962994971386677,0.9933196560630001,0.9506333735134782,0.8218372831956045
0.8849008106496349,0.8844862320129626,0.8318429700244451,0.9946629794771333,0.9930030504279421,0.9476576967030187,0.807799438968526
0.8740994733140017,0.8736693573439375,0.8314457654740932,0.9951614332727777,0.9941510460469335,0.9451923265736125,0.8655355531733379
0.8810678466027757,0.8815039074779715,0.8418697757238943,0.9964119287484071,0.9943393013255472,0.9410274729485779,0.8201067006571209
0.880827155338437,0.8799580492081556,0.8334611062230768,0.9962208732005008,0.9933632886522739,0.9464291583450943,0.8384304987611915
0.8780724380089915,0.8784416987058328,0.8305245320440768,0.9944971021510454,0.9941071665254824,0.9440483452721617,0.808369770937937
0.8771400515405506,0.8770756231541339,0.8339319187360157,0.9961773201733065,0.9934409098651736,0.944907541210886,0.8177189686897889
0.8766112054662616,0.8762527184122241,0.8282363308182072,0.995780095405526,0.9938934527348026,0.9447180708481455,0.8164319043896138
0.880333070801416,0.8803954639210555,0.8302036207290555,0.9952477184393683,0.9933771056294339,0.9430897377574684,0.8346206432233879
0.8805500637419157,0.8800889397770499,0.8345226553604002,0.9944670390715438,0.9939900764748871,0.9452320254301833,0.8114575694466724
0.8718965844036767,0.8711109501117074,0.8243104842649271,0.9942369761921951,0.9924873180328719,0.9409668091498378,0.804983174430602
0.87348417145351,0.8729845548256138,0.8243097928147035,0.9951277728345803,0.9933587560754559,0.9442403499137694,0.8126674946441254
0.8786507595623931,0.8778348336823022,0.8360191182011344,0.995616095645983,0.9936842233128738,0.9486793861560175,0.8222416716334613
0.8810085969784105,0.881403704168691,0.8389774419944118,0.9952182724366676,0.9930505226504382,0.939827545636524,0.8627665841241265
