"source","target","weight"
"atkinson,anthonyc.","morgan,j.p.",1
"atkinson,anthonyc.","anderson-cook,christinem.",1
"atkinson,anthonyc.","majumdar,dibyen",1
"atkinson,anthonyc.","kadane,josephb.",1
"atkinson,anthonyc.","ridout,martins.",1
"atkinson,anthonyc.","draper,d",1
"atkinson,anthonyc.","bailey,r.a.",1
"atkinson,anthonyc.","kunert,joachim",1
"atkinson,anthonyc.","maruri-aguilar,hugo",1
"atkinson,anthonyc.","stehlik,milan",2
"atkinson,anthonyc.","pronzato,luc",1
"atkinson,anthonyc.","mateu,jorge",1
"atkinson,anthonyc.","porcu,emilio",1
"atkinson,anthonyc.","lopez-fidalgo,j",1
"atkinson,anthonyc.","holling,h",1
"atkinson,anthonyc.","wong,wengkee",1
"atkinson,anthonyc.","goos,peter",1
"atkinson,anthonyc.","tsai,pi-wen",1
"atkinson,anthonyc.","steinberg,davidm.",1
"atkinson,anthonyc.","berger,martijnp.f.",1
"atkinson,anthonyc.","vandebroek,m",1
"atkinson,anthonyc.","robinson,timothyj.",1
"atkinson,anthonyc.","herzberg,am",1
"atkinson,anthonyc.","haines,lindam.",1
"atkinson,anthonyc.","boukouvalas,a.",1
"atkinson,anthonyc.","mylona,kalliopi",1
"atkinson,anthonyc.","smucker,byranj.",1
"atkinson,anthonyc.","jones,bradley",1
"atkinson,anthonyc.","cox,dr",1
"atkinson,anthonyc.","schwabe,rainer",1
"atkinson,anthonyc.","strelec,lubos",1
"atkinson,anthonyc.","torsney,b",1
"atkinson,anthonyc.","rodriguez-cortes,franciscoj.",1
"atkinson,anthonyc.","cornford,d",1
"atkinson,anthonyc.","critchley,f",1
"atkinson,anthonyc.","gonzalez,jonatana.",1
"atkinson,anthonyc.","desousabuenofilho,juliosilvio",1
"atkinson,anthonyc.","stone,mervyn",1
"atkinson,anthonyc.","lu,lu",1
"atkinson,anthonyc.","manteinga,wenceslaogonzalez",1
"atkinson,anthonyc.","muller,wernerg.",1
"atkinson,anthonyc.","notz,william",1
"atkinson,anthonyc.","stillman,eleanor",1
"atkinson,anthonyc.","waite,timothy",1
"atkinson,anthonyc.","woods,davidc.",1
"atkinson,anthonyc.","brien,chris",1
"atkinson,anthonyc.","ceyhan,elvan",1
"atkinson,anthonyc.","chatfield,marionj.",1
"mcnicholas,pauld.","ieva,francesca",1
"mcnicholas,pauld.","francis,brian",1
"mcnicholas,pauld.","dong,yuexiao",1
"mcnicholas,pauld.","yohai,victorj.",1
"mcnicholas,pauld.","chambers,r",1
"mcnicholas,pauld.","stehlik,milan",1
"mcnicholas,pauld.","porcu,emilio",1
"mcnicholas,pauld.","mateu,jorge",1
"mcnicholas,pauld.","nason,gp",1
"mcnicholas,pauld.","herzberg,am",1
"mcnicholas,pauld.","ruiz,marcelo",1
"mcnicholas,pauld.","zamar,rubenh.",1
"mcnicholas,pauld.","durrant,gabrieleb.",1
"mcnicholas,pauld.","vandenbrakel,j.a.",1
"mcnicholas,pauld.","smith,paula.",1
"mcnicholas,pauld.","smith,peterw.f.",2
"mcnicholas,pauld.","elliott,duncan",1
"mcnicholas,pauld.","babb,penny",1
"mcnicholas,pauld.","allin,paul",1
"mcnicholas,pauld.","garrett,andrew",1
"mcnicholas,pauld.","appleby,wendy",1
"mcnicholas,pauld.","doidge,james",1
"mcnicholas,pauld.","gilbert,ruth",1
"mcnicholas,pauld.","frisoli,kayla",1
"mcnicholas,pauld.","garciaperez,franciscojavier",1
"mcnicholas,pauld.","henry,sarah",1
"mcnicholas,pauld.","hunt,ian",1
"mcnicholas,pauld.","gasperoni,francesca",1
"mcnicholas,pauld.","jansson,ingegerd",1
"mcnicholas,pauld.","wallgren,anders",1
"mcnicholas,pauld.","wallgren,britt",1
"mcnicholas,pauld.","blunt,gordon",1
"mcnicholas,pauld.","murtagh,fionn",1
"mcnicholas,pauld.","powell,ben",1
"mcnicholas,pauld.","moore,jamiec.",1
"mcnicholas,pauld.","zhang,li-chun",1
"mcnicholas,pauld.","pilling,mark",1
"mcnicholas,pauld.","barnett,arthur",1
"mcnicholas,pauld.","bhansali,rajendra",1
"mcnicholas,pauld.","bharadwaj,neeraj",1
"mcnicholas,pauld.","nugent,rebecca",1
"mcnicholas,pauld.","lara,libia",1
"mcnicholas,pauld.","kumar,kuldeep",1
"mcnicholas,pauld.","longford,nick",1
"mcnicholas,pauld.","manninen,asta",1
"mcnicholas,pauld.","mcnicholas,sharonm.",1
"mcnicholas,pauld.","tait,petera.",1
"mcnicholas,pauld.","mehew,jenny",1
"mcnicholas,pauld.","oberski,daniell.",1
"mcnicholas,pauld.","stehlikova,silvia",1
"mcnicholas,pauld.","nunezsoza,ludy",1
"mcnicholas,pauld.","towers,jude",1
"mcnicholas,pauld.","wijayatunga,priyantha",1
"mcnicholas,pauld.","budd,lisa",1
"summa,mireillegettler","yu,keming",1
"summa,mireillegettler","liu,han",1
"summa,mireillegettler","stehlik,milan",1
"summa,mireillegettler","porcu,emilio",1
"summa,mireillegettler","mateu,jorge",1
"summa,mireillegettler","nason,gp",1
"summa,mireillegettler","herzberg,am",1
"summa,mireillegettler","goldstein,h",1
"summa,mireillegettler","smith,paula.",1
"summa,mireillegettler","king,thomas",1
"summa,mireillegettler","longford,nicholast.",1
"summa,mireillegettler","lara,libia",1
"summa,mireillegettler","self,abigail",1
"summa,mireillegettler","michaelson,juliet",1
"summa,mireillegettler","haskel,jonathan",1
"summa,mireillegettler","murtagh,fionn",1
"summa,mireillegettler","dorling,danny",1
"summa,mireillegettler","leroux,brigitte",1
"summa,mireillegettler","hall,johnf.",1
"summa,mireillegettler","rondinella,tommaso",1
"summa,mireillegettler","ruggeri,kai",1
"summa,mireillegettler","spence,alan",1
"summa,mireillegettler","caan,woody",1
"summa,mireillegettler","strelec,lubos",1
"summa,mireillegettler","vanderweele,tylerj.",1
"summa,mireillegettler","tian,maoxi",1
"summa,mireillegettler","zini,alessandro",1
"summa,mireillegettler","cocchi,daniela",2
"yu,keming","liu,yufeng",1
"yu,keming","jones,mc",1
"yu,keming","lin,xihong",1
"yu,keming","marron,js",1
"yu,keming","bickel,pj",1
"yu,keming","li,runze",1
"yu,keming","levina,elizaveta",1
"yu,keming","zhu,j",1
"yu,keming","james,garethm.",1
"yu,keming","liu,han",1
"yu,keming","morris,jeffreys.",1
"yu,keming","hall,peter",1
"yu,keming","leng,chenlei",1
"yu,keming","wang,hansheng",1
"yu,keming","johnstone,im",1
"yu,keming","zhou,harrisonh.",1
"yu,keming","zou,hui",1
"yu,keming","zhang,cun-hui",1
"yu,keming","hallin,m",1
"yu,keming","samworth,richardj.",1
"yu,keming","yao,qw",1
"yu,keming","greenshtein,eitan",1
"yu,keming","zhang,haohelen",1
"yu,keming","gather,ursula",1
"yu,keming","kent,jt",1
"yu,keming","richardson,s",1
"yu,keming","robert,christianp.",1
"yu,keming","titterington,dm",1
"yu,keming","stehlik,milan",1
"yu,keming","porcu,emilio",1
"yu,keming","mateu,jorge",1
"yu,keming","taylor,charlesc.",1
"yu,keming","bottolo,leonardo",1
"yu,keming","nason,gp",1
"yu,keming","xia,yingcun",1
"yu,keming","herzberg,am",1
"yu,keming","longford,nt",1
"yu,keming","goldstein,h",1
"yu,keming","smith,paula.",1
"yu,keming","king,thomas",1
"yu,keming","longford,nicholast.",1
"yu,keming","zhang,wenyang",1
"yu,keming","lara,libia",1
"yu,keming","self,abigail",1
"yu,keming","michaelson,juliet",1
"yu,keming","haskel,jonathan",1
"yu,keming","murtagh,fionn",1
"yu,keming","dorling,danny",1
"yu,keming","leroux,brigitte",1
"yu,keming","hall,johnf.",1
"yu,keming","rondinella,tommaso",1
"yu,keming","ruggeri,kai",1
"yu,keming","spence,alan",1
"yu,keming","caan,woody",1
"yu,keming","strelec,lubos",1
"yu,keming","vanderweele,tylerj.",1
"yu,keming","tian,maoxi",1
"yu,keming","zini,alessandro",1
"yu,keming","cocchi,daniela",2
"yu,keming","anagnostopoulos,c.",1
"yu,keming","adragni,kofi",1
"yu,keming","guddat,charlotte",1
"yu,keming","radchenko,peter",1
"yu,keming","luo,weiqi",1
"yu,keming","baxter,pd",1
"yu,keming","xue,jing-hao",1
"yu,keming","tasoullis,d.k.",1
"yu,keming","buehlmann,peter",1
"yu,keming","cook,r.dennis",1
"raftery,adriane.","bird,sheilam.",2
"raftery,adriane.","farrington,cp",2
"raftery,adriane.","presanis,a.m.",2
"raftery,adriane.","katki,hormuzda.",2
"raftery,adriane.","jewell,chrisp.",2
"raftery,adriane.","papaspiliopoulos,o.",2
"raftery,adriane.","greenland,sander",2
"raftery,adriane.","seaman,shaun",2
"raftery,adriane.","raab,gillian",2
"raftery,adriane.","sweeting,michael",2
"raftery,adriane.","calleja,neville",2
"raftery,adriane.","kalogeropoulos,konstantinos",2
"raftery,adriane.","copas,andrewj.",2
"raftery,adriane.","alkema,leontine",3
"mengersen,k","gelman,andrew",1
"mengersen,k","robert,cp",2
"mengersen,k","bird,sheilam.",1
"mengersen,k","fienberg,se",1
"mengersen,k","louis,thomasa.",1
"mengersen,k","gandy,axel",1
"mengersen,k","richardson,s",1
"mengersen,k","robert,christianp.",1
"mengersen,k","titterington,dm",1
"mengersen,k","mateu,jorge",1
"mengersen,k","porcu,emilio",1
"mengersen,k","jankowski,hannak.",1
"mengersen,k","boehning,dankmar",1
"mengersen,k","arjas,e",1
"mengersen,k","atkinson,ac",1
"mengersen,k","militino,af",1
"mengersen,k","scott,e.marian",1
"mengersen,k","woodall,williamh.",1
"mengersen,k","montanero,j.",1
"mengersen,k","longford,nt",1
"mengersen,k","geskus,ronaldb.",1
"mengersen,k","hunt,ian",1
"mengersen,k","zini,alessandro",1
"mengersen,k","ashby,deborah",1
"mengersen,k","grant,robert",1
"mengersen,k","eames,margaret",1
"mengersen,k","fotheringham,james",1
"mengersen,k","alonsomalaver,carlos",1
"mengersen,k","gemmell,j.campbell",1
"mengersen,k","king,thomas",1
"mengersen,k","riani,m.",1
"mengersen,k","kvaloy,janterje",1
"mengersen,k","jacques,richardm.",1
"mengersen,k","maheswaran,ravi",1
"mengersen,k","nicholl,jon",1
"mengersen,k","morton,tony",1
"mengersen,k","playford,geoffrey",1
"mengersen,k","smith,ian",1
"mengersen,k","stein,alfred",1
"mengersen,k","caan,woody",1
"mengersen,k","ugarte,md",1
"mengersen,k","campbell,michaelj.",1
"mengersen,k","chacon,je",1
"gelman,andrew","bird,sheilam.",1
"gelman,andrew","fienberg,se",1
"gelman,andrew","louis,thomasa.",1
"gelman,andrew","gandy,axel",1
"gelman,andrew","robert,christianp.",3
"gelman,andrew","mateu,jorge",1
"gelman,andrew","porcu,emilio",1
"gelman,andrew","jankowski,hannak.",1
"gelman,andrew","boehning,dankmar",1
"gelman,andrew","arjas,e",1
"gelman,andrew","atkinson,ac",1
"gelman,andrew","greenland,sander",1
"gelman,andrew","militino,af",1
"gelman,andrew","scott,e.marian",1
"gelman,andrew","woodall,williamh.",1
"gelman,andrew","montanero,j.",1
"gelman,andrew","longford,nt",1
"gelman,andrew","geskus,ronaldb.",1
"gelman,andrew","hunt,ian",1
"gelman,andrew","zini,alessandro",1
"gelman,andrew","ashby,deborah",1
"gelman,andrew","grant,robert",1
"gelman,andrew","eames,margaret",1
"gelman,andrew","fotheringham,james",1
"gelman,andrew","alonsomalaver,carlos",1
"gelman,andrew","gemmell,j.campbell",1
"gelman,andrew","king,thomas",1
"gelman,andrew","riani,m.",1
"gelman,andrew","kvaloy,janterje",1
"gelman,andrew","jacques,richardm.",1
"gelman,andrew","maheswaran,ravi",1
"gelman,andrew","nicholl,jon",1
"gelman,andrew","morton,tony",1
"gelman,andrew","playford,geoffrey",1
"gelman,andrew","smith,ian",1
"gelman,andrew","stein,alfred",1
"gelman,andrew","caan,woody",1
"gelman,andrew","ugarte,md",1
"gelman,andrew","campbell,michaelj.",1
"gelman,andrew","chacon,je",1
"liu,yufeng","lin,xihong",1
"liu,yufeng","marron,js",8
"liu,yufeng","bickel,pj",1
"liu,yufeng","zhu,hongtu",2
"liu,yufeng","li,runze",1
"liu,yufeng","levina,elizaveta",1
"liu,yufeng","zhu,j",3
"liu,yufeng","james,garethm.",1
"liu,yufeng","ibrahim,josephg.",1
"liu,yufeng","morris,jeffreys.",1
"liu,yufeng","hall,peter",1
"liu,yufeng","leng,chenlei",1
"liu,yufeng","wang,hansheng",1
"liu,yufeng","wu,yichao",13
"liu,yufeng","johnstone,im",1
"liu,yufeng","zhou,harrisonh.",1
"liu,yufeng","zou,hui",1
"liu,yufeng","zhang,cun-hui",1
"liu,yufeng","samworth,richardj.",1
"liu,yufeng","yao,qw",1
"liu,yufeng","greenshtein,eitan",1
"liu,yufeng","zhang,haohelen",8
"liu,yufeng","gather,ursula",1
"liu,yufeng","kent,jt",1
"liu,yufeng","richardson,s",1
"liu,yufeng","robert,christianp.",1
"liu,yufeng","titterington,dm",1
"liu,yufeng","li,yi",2
"liu,yufeng","taylor,charlesc.",1
"liu,yufeng","bottolo,leonardo",1
"liu,yufeng","xia,yingcun",1
"liu,yufeng","longford,nt",1
"liu,yufeng","zhang,wenyang",1
"liu,yufeng","anagnostopoulos,c.",1
"liu,yufeng","adragni,kofi",1
"liu,yufeng","guddat,charlotte",1
"liu,yufeng","radchenko,peter",1
"liu,yufeng","luo,weiqi",1
"liu,yufeng","baxter,pd",1
"liu,yufeng","xue,jing-hao",1
"liu,yufeng","tasoullis,d.k.",1
"liu,yufeng","buehlmann,peter",1
"liu,yufeng","cook,r.dennis",1
"fearnhead,p","parmigiani,g",1
"fearnhead,p","vannucci,m",1
"fearnhead,p","mardia,kv",1
"fearnhead,p","donnelly,p",3
"fearnhead,p","larget,bret",1
"fearnhead,p","joyce,p",1
"fearnhead,p","kadane,jb",1
"fearnhead,p","papaspiliopoulos,omiros",2
"fearnhead,p","meng,xl",1
"fearnhead,p","richardson,s",1
"fearnhead,p","balding,dj",1
"fearnhead,p","diggle,peterj.",1
"fearnhead,p","roberts,go",1
"fearnhead,p","papaspiliopoulos,o.",2
"fearnhead,p","li,n",1
"fearnhead,p","mcvean,gilean",1
"fearnhead,p","holmes,s",1
"fearnhead,p","haley,cs",1
"fearnhead,p","husmeier,d",1
"fearnhead,p","jansen,rc",1
"fearnhead,p","ochs,mf",1
"fearnhead,p","strimmer,k",1
"fearnhead,p","yandell,bs",1
"fearnhead,p","speed,tp",1
"fearnhead,p","weir,bs",1
"fearnhead,p","glasbey,ca",1
"fearnhead,p","knott,sa",1
"fearnhead,p","nielsen,r",1
"fearnhead,p","terbraak,cajoj.f.",1
"fearnhead,p","beaumont,ma",1
"fearnhead,p","cardon,lr",1
"fearnhead,p","sha,n",1
"fearnhead,p","stephens,m",1
"fearnhead,p","marshall,c",1
"fearnhead,p","drezner,z",1
"fearnhead,p","sisson,s.a.",1
"fearnhead,p","smith,av",1
"fearnhead,p","nicholson,g",1
"fearnhead,p","jonsson,f",1
"fearnhead,p","gustafsson,o",1
"fearnhead,p","griffiths,b",1
"fearnhead,p","hill,wg",1
"fearnhead,p","goldstein,d",1
"fearnhead,p","durrett,r",1
"fearnhead,p","hackett,ca",1
"fearnhead,p","jin,cf",1
"fearnhead,p","gaffney,pj",1
"fearnhead,p","garrett,es",1
"fearnhead,p","anbazhagan,r",1
"fearnhead,p","gabrielson,e",1
"fearnhead,p","marchini,jl",1
"fearnhead,p","vetta,a",1
"fearnhead,p","myers,s",1
"fearnhead,p","mayer,cd",1
"fearnhead,p","visscher,pm",1
"fearnhead,p","ball,rd",1
"fearnhead,p","maliepaard,ca",1
"fearnhead,p","boer,mp",1
"fearnhead,p","marcoulides,ga",1
"fearnhead,p","pagel,mark",1
"fearnhead,p","sillanpaa,mj",1
"fearnhead,p","satagopan,jm",1
"fearnhead,p","zeng,zb",1
"fearnhead,p","broman,kw",1
"fearnhead,p","simon,dl",1
"fearnhead,p","stefansson,k",1
"fearnhead,p","carothers,ad",1
"morgan,j.p.","anderson-cook,christinem.",1
"morgan,j.p.","majumdar,dibyen",1
"morgan,j.p.","kadane,josephb.",1
"morgan,j.p.","ridout,martins.",1
"morgan,j.p.","draper,d",1
"morgan,j.p.","bailey,r.a.",1
"morgan,j.p.","kunert,joachim",1
"morgan,j.p.","maruri-aguilar,hugo",1
"morgan,j.p.","stehlik,milan",2
"morgan,j.p.","pronzato,luc",1
"morgan,j.p.","mateu,jorge",1
"morgan,j.p.","porcu,emilio",1
"morgan,j.p.","lopez-fidalgo,j",1
"morgan,j.p.","holling,h",1
"morgan,j.p.","goos,peter",1
"morgan,j.p.","tsai,pi-wen",1
"morgan,j.p.","steinberg,davidm.",1
"morgan,j.p.","berger,martijnp.f.",1
"morgan,j.p.","vandebroek,m",1
"morgan,j.p.","robinson,timothyj.",1
"morgan,j.p.","woodall,williamh.",1
"morgan,j.p.","haines,lindam.",1
"morgan,j.p.","boukouvalas,a.",1
"morgan,j.p.","mylona,kalliopi",1
"morgan,j.p.","smucker,byranj.",1
"morgan,j.p.","jones,bradley",1
"morgan,j.p.","cox,dr",1
"morgan,j.p.","schwabe,rainer",1
"morgan,j.p.","strelec,lubos",1
"morgan,j.p.","torsney,b",1
"morgan,j.p.","rodriguez-cortes,franciscoj.",1
"morgan,j.p.","cornford,d",1
"morgan,j.p.","critchley,f",1
"morgan,j.p.","gonzalez,jonatana.",1
"morgan,j.p.","desousabuenofilho,juliosilvio",1
"morgan,j.p.","stone,mervyn",1
"morgan,j.p.","lu,lu",1
"morgan,j.p.","manteinga,wenceslaogonzalez",1
"morgan,j.p.","muller,wernerg.",1
"morgan,j.p.","notz,william",1
"morgan,j.p.","stillman,eleanor",1
"morgan,j.p.","waite,timothy",1
"morgan,j.p.","woods,davidc.",1
"morgan,j.p.","brien,chris",1
"morgan,j.p.","ceyhan,elvan",1
"morgan,j.p.","chatfield,marionj.",1
"molenberghs,g","verbeke,g",45
"molenberghs,g","aerts,m",17
"molenberghs,g","fitzmaurice,gm",4
"molenberghs,g","lipsitz,sr",4
"molenberghs,g","hens,niel",7
"molenberghs,g","ibrahim,josephg.",1
"molenberghs,g","sinha,debajyoti",1
"molenberghs,g","ibrahim,jg",3
"molenberghs,g","yu,km",1
"molenberghs,g","goldstein,h",1
"molenberghs,g","cox,dr",1
"verbeke,g","aerts,m",8
"verbeke,g","hens,niel",3
"verbeke,g","boehning,dankmar",1
"verbeke,g","yu,km",1
"verbeke,g","goldstein,h",1
"verbeke,g","cox,dr",1
"aerts,m","hens,niel",13
"aerts,m","boehning,dankmar",1
"jones,mc","dellaportas,p",1
"jones,mc","papaspiliopoulos,omiros",1
"jones,mc","wood,ata",1
"jones,mc","genon-catalot,v",1
"jones,mc","laredo,c",1
"jones,mc","griffin,je",1
"jones,mc","mccoy,ej",1
"jones,mc","stephens,davida.",1
"jones,mc","rosinski,j.",1
"jones,mc","hobson,d.g.",1
"jones,mc","leonenko,nn",1
"jones,mc","tong,h",1
"jones,mc","roberts,go",1
"jones,mc","yang,hc",1
"jones,mc","steel,mfj",1
"jones,mc","yu,km",1
"jones,mc","jensen,jl",1
"jones,mc","longford,nt",1
"jones,mc","brockwell,pj",1
"jones,mc","diebold,fx",1
"jones,mc","cox,dr",1
"jones,mc","walker,sg",1
"jones,mc","pitt,mk",1
"jones,mc","bowman,a.w.",1
"jones,mc","ledford,aw",1
"jones,mc","bingham,nh",1
"jones,mc","critchley,f",2
"jones,mc","hodges,sd",1
"jones,mc","fruhwirth-schnatter,s",1
"jones,mc","grange,cwj",1
"jones,mc","nicolato,e",1
"jones,mc","karlsen,kh",1
"jones,mc","reikvam,k",1
"jones,mc","lawrance,aj",1
"jones,mc","levendorskii,s",1
"jones,mc","mandelbrot,bb",1
"jones,mc","meddahi,n",1
"jones,mc","priestley,mb",1
"jones,mc","renault,e",1
"jones,mc","sentana,e",1
"jones,mc","benth,fe",1
"jones,mc","sato,k",1
"jones,mc","taylor,sj",1
"jones,mc","venardos,e",1
"jones,mc","tompkins,r",1
"jones,mc","christensen,bj",1
"jones,mc","veretennikov,ay",1
"jones,mc","werker,bjm",1
"jones,mc","davis,mha",1
"jones,mc","davis,ra",1
"west,m","scaillet,olivier",1
"west,m","luati,alessandra",1
"west,m","hallin,m",1
"west,m","yao,qw",1
"west,m","phillips,pcb",1
"west,m","godsill,sj",2
"west,m","smith,richardn.",1
"west,m","steel,mfj",1
"west,m","koopman,siemjan",1
"west,m","dufour,jean-marie",1
"west,m","mackinnon,jamesg.",1
"west,m","amendola,alessandra",1
"west,m","proietti,tommaso",1
"west,m","so,mikek.p.",1
"west,m","billio,monica",1
"west,m","chen,cws",1
"west,m","koop,g",1
"west,m","francq,christian",1
"west,m","vandijk,hermank.",1
"west,m","rombouts,jeroenv.k.",1
"west,m","kontoghiorghes,erricosjohn",1
"west,m","diebold,francisx.",1
"west,m","engle,robert",1
"west,m","harvey,andrew",1
"west,m","deistler,manfred",1
"west,m","jacquier,eric",1
"west,m","judd,kenneth",1
"west,m","belsley,da",1
"west,m","pesaran,hashem",1
"west,m","luetkepohl,helmut",1
"west,m","mittnik,stefan",1
"west,m","omori,yasuhiro",1
"west,m","pollock,d.s.g.",1
"west,m","semmler,willi",1
"west,m","taylor,robert",1
"west,m","tzavalis,elias",1
"west,m","maheu,john",1
"west,m","bollerslev,t",1
"west,m","zakoian,jean-michel",1
"west,m","boswijk,h.peter",1
"west,m","chiarella,carl",1
"west,m","colubi,ana",1
"fitzmaurice,gm","lipsitz,sr",22
"fitzmaurice,gm","ibrahim,josephg.",5
"fitzmaurice,gm","sinha,debajyoti",10
"fitzmaurice,gm","ibrahim,jg",7
"lipsitz,sr","ibrahim,josephg.",5
"lipsitz,sr","sinha,debajyoti",16
"lipsitz,sr","ibrahim,jg",16
"ieva,francesca","francis,brian",1
"ieva,francesca","dong,yuexiao",1
"ieva,francesca","yohai,victorj.",1
"ieva,francesca","chambers,r",1
"ieva,francesca","stehlik,milan",1
"ieva,francesca","porcu,emilio",1
"ieva,francesca","mateu,jorge",1
"ieva,francesca","nason,gp",1
"ieva,francesca","herzberg,am",1
"ieva,francesca","ruiz,marcelo",1
"ieva,francesca","zamar,rubenh.",1
"ieva,francesca","durrant,gabrieleb.",1
"ieva,francesca","vandenbrakel,j.a.",1
"ieva,francesca","smith,paula.",1
"ieva,francesca","smith,peterw.f.",2
"ieva,francesca","elliott,duncan",1
"ieva,francesca","babb,penny",1
"ieva,francesca","allin,paul",1
"ieva,francesca","garrett,andrew",1
"ieva,francesca","appleby,wendy",1
"ieva,francesca","doidge,james",1
"ieva,francesca","gilbert,ruth",1
"ieva,francesca","frisoli,kayla",1
"ieva,francesca","garciaperez,franciscojavier",1
"ieva,francesca","henry,sarah",1
"ieva,francesca","hunt,ian",1
"ieva,francesca","gasperoni,francesca",1
"ieva,francesca","jansson,ingegerd",1
"ieva,francesca","wallgren,anders",1
"ieva,francesca","wallgren,britt",1
"ieva,francesca","blunt,gordon",1
"ieva,francesca","murtagh,fionn",1
"ieva,francesca","powell,ben",1
"ieva,francesca","moore,jamiec.",1
"ieva,francesca","zhang,li-chun",1
"ieva,francesca","pilling,mark",1
"ieva,francesca","barnett,arthur",1
"ieva,francesca","bhansali,rajendra",1
"ieva,francesca","bharadwaj,neeraj",1
"ieva,francesca","nugent,rebecca",1
"ieva,francesca","lara,libia",1
"ieva,francesca","kumar,kuldeep",1
"ieva,francesca","longford,nick",1
"ieva,francesca","manninen,asta",1
"ieva,francesca","mcnicholas,sharonm.",1
"ieva,francesca","tait,petera.",1
"ieva,francesca","mehew,jenny",1
"ieva,francesca","oberski,daniell.",1
"ieva,francesca","stehlikova,silvia",1
"ieva,francesca","nunezsoza,ludy",1
"ieva,francesca","towers,jude",1
"ieva,francesca","wijayatunga,priyantha",1
"ieva,francesca","budd,lisa",1
"anderson-cook,christinem.","majumdar,dibyen",1
"anderson-cook,christinem.","kadane,josephb.",1
"anderson-cook,christinem.","ridout,martins.",1
"anderson-cook,christinem.","draper,d",1
"anderson-cook,christinem.","bailey,r.a.",1
"anderson-cook,christinem.","kunert,joachim",1
"anderson-cook,christinem.","maruri-aguilar,hugo",1
"anderson-cook,christinem.","stehlik,milan",2
"anderson-cook,christinem.","pronzato,luc",1
"anderson-cook,christinem.","mateu,jorge",1
"anderson-cook,christinem.","porcu,emilio",1
"anderson-cook,christinem.","lopez-fidalgo,j",1
"anderson-cook,christinem.","holling,h",1
"anderson-cook,christinem.","goos,peter",1
"anderson-cook,christinem.","tsai,pi-wen",1
"anderson-cook,christinem.","steinberg,davidm.",1
"anderson-cook,christinem.","berger,martijnp.f.",1
"anderson-cook,christinem.","vandebroek,m",1
"anderson-cook,christinem.","robinson,timothyj.",1
"anderson-cook,christinem.","haines,lindam.",1
"anderson-cook,christinem.","boukouvalas,a.",1
"anderson-cook,christinem.","mylona,kalliopi",1
"anderson-cook,christinem.","smucker,byranj.",1
"anderson-cook,christinem.","jones,bradley",1
"anderson-cook,christinem.","cox,dr",1
"anderson-cook,christinem.","schwabe,rainer",1
"anderson-cook,christinem.","strelec,lubos",1
"anderson-cook,christinem.","torsney,b",1
"anderson-cook,christinem.","rodriguez-cortes,franciscoj.",1
"anderson-cook,christinem.","cornford,d",1
"anderson-cook,christinem.","critchley,f",1
"anderson-cook,christinem.","gonzalez,jonatana.",1
"anderson-cook,christinem.","desousabuenofilho,juliosilvio",1
"anderson-cook,christinem.","stone,mervyn",1
"anderson-cook,christinem.","lu,lu",1
"anderson-cook,christinem.","manteinga,wenceslaogonzalez",1
"anderson-cook,christinem.","muller,wernerg.",1
"anderson-cook,christinem.","notz,william",1
"anderson-cook,christinem.","stillman,eleanor",1
"anderson-cook,christinem.","waite,timothy",1
"anderson-cook,christinem.","woods,davidc.",1
"anderson-cook,christinem.","brien,chris",1
"anderson-cook,christinem.","ceyhan,elvan",1
"anderson-cook,christinem.","chatfield,marionj.",1
"nadarajah,saralees","ortega,edwin",7
"nadarajah,saralees","cordeiro,gm",6
"nadarajah,saralees","withers,christophers.",33
"parmigiani,g","robert,cp",1
"parmigiani,g","vannucci,m",1
"parmigiani,g","mardia,kv",1
"parmigiani,g","donnelly,p",2
"parmigiani,g","larget,bret",1
"parmigiani,g","joyce,p",1
"parmigiani,g","kadane,jb",1
"parmigiani,g","meng,xl",1
"parmigiani,g","richardson,s",1
"parmigiani,g","balding,dj",1
"parmigiani,g","li,n",1
"parmigiani,g","mcvean,gilean",1
"parmigiani,g","holmes,s",1
"parmigiani,g","haley,cs",1
"parmigiani,g","husmeier,d",1
"parmigiani,g","jansen,rc",1
"parmigiani,g","ochs,mf",1
"parmigiani,g","strimmer,k",1
"parmigiani,g","yandell,bs",1
"parmigiani,g","speed,tp",1
"parmigiani,g","weir,bs",1
"parmigiani,g","glasbey,ca",1
"parmigiani,g","knott,sa",1
"parmigiani,g","nielsen,r",1
"parmigiani,g","terbraak,cajoj.f.",1
"parmigiani,g","beaumont,ma",1
"parmigiani,g","cardon,lr",1
"parmigiani,g","sha,n",1
"parmigiani,g","stephens,m",1
"parmigiani,g","marshall,c",1
"parmigiani,g","drezner,z",1
"parmigiani,g","sisson,s.a.",1
"parmigiani,g","smith,av",1
"parmigiani,g","nicholson,g",1
"parmigiani,g","jonsson,f",1
"parmigiani,g","gustafsson,o",1
"parmigiani,g","griffiths,b",1
"parmigiani,g","hill,wg",1
"parmigiani,g","goldstein,d",1
"parmigiani,g","durrett,r",1
"parmigiani,g","hackett,ca",1
"parmigiani,g","jin,cf",1
"parmigiani,g","gaffney,pj",1
"parmigiani,g","garrett,es",1
"parmigiani,g","anbazhagan,r",1
"parmigiani,g","gabrielson,e",1
"parmigiani,g","marchini,jl",1
"parmigiani,g","vetta,a",1
"parmigiani,g","myers,s",1
"parmigiani,g","mayer,cd",1
"parmigiani,g","visscher,pm",1
