,index,Variance,FTest,MutuaInfo,GRA,DecisionTree,XGBoost,RandomForest,ExtraTrees,Lasso
84,VPC-6,1.0,91.67690882881591,0.20849325488634562,0.8016753251846365,0.0014210864348018675,0.0015990424,0.0023423221696246043,0.001586557458251355,0.9065061685288034
85,SP-0,1.0,235.8389226886213,0.20169549485953553,0.8009708800601034,4.289171713076295e-06,0.0018554607,0.00048336058209761035,0.0016342745436527003,0.7972993788454388
86,SP-1,0.9999999999999999,291.9457722176845,0.20575956326549338,0.8010189088645521,2.0828358235721443e-05,0.0002504655,0.00032823768726054757,0.0010559442026360593,0.032411938184174906
87,SP-2,0.9999999999999999,286.0050004681249,0.2323363847430997,0.8010215994358676,7.662372164626128e-06,0.0039837384,0.0012290491145957607,0.002428299318160013,0.2235353595622611
88,SP-3,0.9999999999999999,315.15840527266073,0.20241717891156874,0.8010956857365483,0.011750683479501266,0.0010864405,0.0006283799124163743,0.0009604490559452714,0.09373492438019242
89,SP-4,1.0000000000000002,313.6217312802582,0.19813334150146655,0.8011826898565712,0.0005082709278630016,0.00093366095,0.0014047134535212402,0.001112043807930294,0.36582592248234624
90,SP-5,1.0000000000000002,420.70366892543854,0.20385035620473335,0.8011190851374377,0.002616229091363802,0.0021409518,0.001304490400277952,0.001757679031903735,0.48141632494479075
91,SP-6,0.9999999999999999,362.6095926048811,0.23771068449890898,0.801238357894265,0.011052671976361906,0.0026347504,0.0017445139222204272,0.000982507837206749,0.20239943502844746
92,SP-7,1.0000000000000002,341.32451921154586,0.21590761954746718,0.801298944933988,0.0037670382313280512,0.0006206438,0.0017210183271360547,0.0013983548305743843,0.38726483859603733
93,VP-0,1.0,270.923591210932,0.20647579218887202,0.8010196537657233,0.00014830600572471005,0.0,0.0003548105568711487,0.0024479066301515487,0.002023599057320538
94,VP-1,1.0,329.22932752806895,0.20918095032609862,0.8010181063782904,5.700487685727282e-07,0.00024191773,0.0006616971697374099,0.002421409362270695,0.3253436651067287
95,VP-2,1.0,321.70964060699214,0.20723193537931728,0.8010696552151161,0.0004592299855645072,0.00027282556,0.0006114897518488811,0.0005875651625964859,0.14425178315331436
96,VP-3,0.9999999999999999,347.6743217616107,0.1721178652141404,0.801149687294273,0.0005963516361446822,0.0010260248,0.0007279632886621318,0.0009890856277565236,0.42325962472315254
97,VP-4,1.0,335.95261498469773,0.2262189257712004,0.8012433673216586,6.476311438385437e-05,0.0018860803,0.0016598112756270095,0.0012542531171854693,0.1002943032628669
98,VP-5,0.9999999999999998,328.04985208026955,0.20610281496492533,0.8013123645970648,0.00030627273641470446,0.0017665825,0.0010899525006279672,0.0009997678257995552,0.9352816659910773
99,VP-6,1.0000000000000002,227.6512482578308,0.21324918009017235,0.8014645112740645,0.0001442283798807059,0.00047855588,0.0008625160371169673,0.0013583941984419592,0.286143262475738
100,VP-7,0.9999999999999998,173.6587936550379,0.214559984087221,0.8015502442156257,8.741741774457941e-05,0.00075454486,0.0013840070173264947,0.0015858226811796112,0.05016194779912672
101,CrippenLogP,1.0000000000000002,403.8790522790149,0.1827263880592893,0.8011920614510364,0.0014698592107975147,0.00059903093,0.00547153870372261,0.0022328764024678394,0.08618113116746749
102,CrippenMR,1.0,305.89701885982504,0.24712538567673104,0.8010034932645246,9.71426663373809e-06,0.0019380728,0.0006090858105267588,0.004263028736580799,0.47975637274482824
103,ECCEN,1.0,156.99267236046845,0.20606021221925364,0.8007345337853116,0.0016765292409269036,0.0011373776,0.0019811459447991063,0.0021471661046717906,1.1757513584952874
104,nHBd,0.9999999999999997,21.779424799969544,0.08555756076244325,0.8004837120699996,0.0,0.0004229495,4.228835227963764e-05,0.0008760963930392554,0.5482773215098704
105,nwHBd,1.0,14.133268972419053,0.0031234648077538285,0.801091306217086,0.0,0.0,4.755083732456792e-06,2.6152483327221487e-05,0.015675162360997832
106,nHBa,1.0000000000000002,9.106415046199727,0.11369303148626964,0.8010459123696464,1.2748212123927956e-06,0.0015089855,0.00022426839874456126,0.0006245775921256909,0.567390412495609
107,nwHBa,0.9999999999999999,304.9521939250955,0.2614031538925583,0.80133207752438,6.6130216908642385e-06,0.00021076646,0.0014885228081803965,0.0013676443554657748,0.18946225420490348
108,nHBint2,0.9999999999999998,12.968991641207246,0.08562225185617489,0.8005882213357765,0.0,0.0,2.078712133391603e-05,0.0012301390110219669,0.12639433290714402
109,nHBint3,0.9999999999999994,6.831212864323536,0.04707299696935263,0.8002031087710104,6.536020165951789e-06,0.0,0.00013113457789483345,0.000985328729785493,0.14918842364661414
110,nHBint4,1.0000000000000002,22.52776188630049,0.07489354566452322,0.8021674503892979,6.423832552137279e-07,0.0023651056,0.00021749096135860804,0.001613339255292156,0.09459519259541847
111,nHBint5,1.0000000000000002,0.03644676745007898,0.04244321572386922,0.8007742513157806,1.5599131187398768e-07,5.074271e-05,0.00018107470411047856,0.0014484392466323404,0.031449331653615256
112,nHBint6,1.0,0.27762752471950547,0.07494623901128539,0.8002089837283507,0.006608286961855662,0.0015889194,0.0006352331570834284,0.0034918934089353476,0.3344196570201882
113,nHBint7,0.9999999999999999,0.1991268440544264,0.05057108698068613,0.8009437469246967,0.0,0.00048903876,0.0002747908267812365,0.0015046162802320867,0.09671500102772618
114,nHBint8,0.9999999999999999,0.024787235007228327,0.02337676899573271,0.8004100699803645,5.473601792296441e-06,0.00080817606,8.1030711838014e-05,0.0007854878055068248,0.2704288230562734
115,nHBint9,1.0,0.03312713110317669,0.028030238368144555,0.8003900796534691,2.599048189619724e-05,0.0028846061,0.00016144117280400528,0.0011568214919536412,0.08403201074567511
116,nHBint10,0.9999999999999999,68.19696242144967,0.09498970380884675,0.8008299302446739,1.5109666409824283e-06,0.0003645901,0.0008331696313922565,0.002306216115641717,0.3879717058145185
117,nHsOH,1.0,271.1316034825236,0.20318002148364567,0.8013829793699782,3.0830720668959947e-06,0.0,0.00015516808511733632,0.004941289099109205,0.2288869064787169
118,nHdNH,0.9999999999999994,1.4506540035129822,0.006542373968654869,0.8005715180134984,0.0,0.0,2.2321317913264135e-07,1.0306631796106313e-07,0.044752964627661825
119,nHsSH,0.9999999999999998,1.0394256029827122,0.0038473549278676966,0.8005714861766757,0.0,0.0,0.0,0.0,0.08470184261131797
120,nHsNH2,0.9999999999999996,3.161869378256926,0.017879894606665392,0.8003102892155034,0.0,0.0,9.066007527876669e-06,3.932937526568357e-05,0.007618089723944003
121,nHssNH,0.9999999999999999,42.684675109533245,0.08347228377665417,0.800944421672604,2.6419182812629605e-07,0.0,1.2635065863671674e-05,0.00018332537995941134,0.0877108325669683
122,nHaaNH,0.9999999999999999,1.980783254315757,0.0040003787965514626,0.8021526381559747,0.0,0.0,3.5080751272096665e-06,0.0002866261263580511,0.4044647811615914
123,nHtCH,0.9999999999999993,0.03770086356264096,0.0,0.7996141771384305,0.0,0.0,7.58160299948517e-07,7.747337809007213e-06,0.2831596731675271
124,nHdCH2,1.0000000000000004,12.882826020832361,0.006726535301354808,0.8012131960750362,0.0,0.0,1.534031291878389e-06,8.413461013000658e-05,0.3524896614352323
