time,country,subject,measure,value
1990-01,CZE,LMUNRLTT,ST,6.0
1990-01,CZE,LMUNRRTT,ST,0.1
1990-01,CZE,LMUNRRTT,STSA,-0.141145263574254
1990-01,CZE,MABMM301,IXOBSA,8.70693352878008
1990-01,CZE,PIEAFD02,IXOB,37.6
1990-01,CZE,PIEAMI02,IXOB,28.3
1990-01,CZE,PIEAMP02,IXOB,30.7
1990-01,CZE,PIEATI02,IXOB,27.7860606060606
1990-01,CZE,PRINTO01,IXOBSA,68.2667999723933
1990-02,CZE,LMUNRLTT,ST,5.0
1990-02,CZE,LMUNRRTT,ST,0.1
1990-02,CZE,LMUNRRTT,STSA,-0.0722017963573003
1990-02,CZE,MABMM301,GPSA,3.70293322238401
1990-02,CZE,MABMM301,IXOBSA,9.02934546306818
1990-02,CZE,PIEAFD02,GP,0.0
1990-02,CZE,PIEAFD02,IXOB,37.6
1990-02,CZE,PIEAMI02,GP,0.0
1990-02,CZE,PIEAMI02,IXOB,28.3
1990-02,CZE,PIEAMP02,GP,0.0
1990-02,CZE,PIEAMP02,IXOB,30.7
1990-02,CZE,PIEATI02,GP,0.0
1990-02,CZE,PIEATI02,IXOB,27.7860606060606
1990-02,CZE,PRINTO01,GPSA,-4.12504917702407
1990-02,CZE,PRINTO01,IXOBSA,65.4507609019514
1990-03,CZE,LMUNRLTT,ST,3.0
1990-03,CZE,LMUNRRTT,ST,0.1
1990-03,CZE,LMUNRRTT,STSA,0.0368874073779719
1990-03,CZE,MABMM301,GPSA,3.57071213640923
1990-03,CZE,MABMM301,IXOBSA,9.35175739735626
1990-03,CZE,PIEAFD02,GP,0.0
1990-03,CZE,PIEAFD02,IXOB,37.6
1990-03,CZE,PIEAMI02,GP,0.0
1990-03,CZE,PIEAMI02,IXOB,28.3
1990-03,CZE,PIEAMP02,GP,0.0
1990-03,CZE,PIEAMP02,IXOB,30.7
1990-03,CZE,PIEATI02,GP,0.0
1990-03,CZE,PIEATI02,IXOB,27.7860606060606
1990-03,CZE,PRINTO01,GPSA,22.1328829683274
1990-03,CZE,PRINTO01,IXOBSA,79.9369012142601
1990-04,CZE,LMUNRLTT,ST,4.0
1990-04,CZE,LMUNRRTT,ST,0.1
1990-04,CZE,LMUNRRTT,STSA,0.176418945248893
1990-04,CZE,MABMM301,GPSA,3.44760797985668
1990-04,CZE,MABMM301,IXOBSA,9.67416933164436
1990-04,CZE,PIEAFD02,GP,0.0
1990-04,CZE,PIEAFD02,IXOB,37.6
1990-04,CZE,PIEAMI02,GP,0.0
1990-04,CZE,PIEAMI02,IXOB,28.3
1990-04,CZE,PIEAMP02,GP,0.0
1990-04,CZE,PIEAMP02,IXOB,30.7
1990-04,CZE,PIEATI02,GP,0.0
1990-04,CZE,PIEATI02,IXOB,27.7860606060606
1990-04,CZE,PRINTO01,GPSA,-10.2313537954415
1990-04,CZE,PRINTO01,IXOBSA,71.7582740379166
1990-05,CZE,LMUNRLTT,ST,5.0
1990-05,CZE,LMUNRRTT,ST,0.1
1990-05,CZE,LMUNRRTT,STSA,0.28714783245293
1990-05,CZE,MABMM301,GPSA,3.33270923048119
1990-05,CZE,MABMM301,IXOBSA,9.99658126593245
1990-05,CZE,PIEAFD02,GP,0.0
1990-05,CZE,PIEAFD02,IXOB,37.6
1990-05,CZE,PIEAMI02,GP,0.0
1990-05,CZE,PIEAMI02,IXOB,28.3
1990-05,CZE,PIEAMP02,GP,0.0
1990-05,CZE,PIEAMP02,IXOB,30.7
1990-05,CZE,PIEATI02,GP,0.0
1990-05,CZE,PIEATI02,IXOB,27.7860606060606
1990-05,CZE,PRINTO01,GPSA,2.81503861195871
1990-05,CZE,PRINTO01,IXOBSA,73.7782971593591
1990-06,CZE,LMUNRLTT,ST,7.0
1990-06,CZE,LMUNRRTT,ST,0.1
1990-06,CZE,LMUNRRTT,STSA,0.301942497698927
1990-06,CZE,MABMM301,GPSA,3.22522196050009
1990-06,CZE,MABMM301,IXOBSA,10.3189932002205
1990-06,CZE,PIEAFD02,GP,0.0
1990-06,CZE,PIEAFD02,IXOB,37.6
1990-06,CZE,PIEAMI02,GP,0.0
1990-06,CZE,PIEAMI02,IXOB,28.3
1990-06,CZE,PIEAMP02,GP,0.0
1990-06,CZE,PIEAMP02,IXOB,30.7
1990-06,CZE,PIEATI02,GP,0.0
1990-06,CZE,PIEATI02,IXOB,27.7860606060606
1990-06,CZE,PRINTO01,GPSA,4.56450319208298
1990-06,CZE,PRINTO01,IXOBSA,77.1459098882625
1990-07,CZE,LMUNRLTT,ST,10.0
1990-07,CZE,LMUNRRTT,ST,0.2
1990-07,CZE,LMUNRRTT,STSA,0.284458735176846
1990-07,CZE,MABMM301,GPSA,3.1244514656837
1990-07,CZE,MABMM301,IXOBSA,10.6414051345086
1990-07,CZE,PIEAFD02,GP,0.0
1990-07,CZE,PIEAFD02,IXOB,37.6
1990-07,CZE,PIEAMI02,GP,0.0
1990-07,CZE,PIEAMI02,IXOB,28.3
1990-07,CZE,PIEAMP02,GP,0.0
1990-07,CZE,PIEAMP02,IXOB,30.7
1990-07,CZE,PIEATI02,GP,0.0
1990-07,CZE,PIEATI02,IXOB,27.7860606060606
1990-07,CZE,PRINTO01,GPSA,1.3488649335898
1990-07,CZE,PRINTO01,IXOBSA,78.1865040144441
1990-08,CZE,LMUNRLTT,ST,14.0
1990-08,CZE,LMUNRRTT,ST,0.3
1990-08,CZE,LMUNRRTT,STSA,0.329248168024275
1990-08,CZE,MABMM301,GPSA,3.02978723404254
1990-08,CZE,MABMM301,IXOBSA,10.9638170687967
1990-08,CZE,PIEAFD02,GP,0.0
1990-08,CZE,PIEAFD02,IXOB,37.6
1990-08,CZE,PIEAMI02,GP,0.0
1990-08,CZE,PIEAMI02,IXOB,28.3
1990-08,CZE,PIEAMP02,GP,0.0
1990-08,CZE,PIEAMP02,IXOB,30.7
1990-08,CZE,PIEATI02,GP,0.0
1990-08,CZE,PIEATI02,IXOB,27.7860606060606
1990-08,CZE,PRINTO01,GPSA,-3.47395791475607
1990-08,CZE,PRINTO01,IXOBSA,75.4703377699632
1990-09,CZE,LMJVTTUV,ST,79918.0
1990-09,CZE,LMJVTTUV,STSA,75179.2089822126
1990-09,CZE,LMUNRLTT,ST,25.0
1990-09,CZE,LMUNRRTT,ST,0.5
1990-09,CZE,LMUNRRTT,STSA,0.440821017466728
1990-09,CZE,MABMM301,GPSA,2.94069056666116
1990-09,CZE,MABMM301,IXOBSA,11.2862290030848
1990-09,CZE,PIEAFD02,GP,0.0
1990-09,CZE,PIEAFD02,IXOB,37.6
1990-09,CZE,PIEAMI02,GP,0.0
1990-09,CZE,PIEAMI02,IXOB,28.3
1990-09,CZE,PIEAMP02,GP,0.0
1990-09,CZE,PIEAMP02,IXOB,30.7
1990-09,CZE,PIEATI02,GP,0.0
1990-09,CZE,PIEATI02,IXOB,27.7860606060606
1990-09,CZE,PRINTO01,GPSA,-2.3088311562339
1990-09,CZE,PRINTO01,IXOBSA,73.7278550978154
1990-10,CZE,LMJVTTUV,ST,66946.0
1990-10,CZE,LMJVTTUV,STSA,66190.0724464296
1990-10,CZE,LMUNRLTT,ST,30.0
1990-10,CZE,LMUNRRTT,ST,0.6
1990-10,CZE,LMUNRRTT,STSA,0.594279335016477
1990-10,CZE,MABMM301,GPSA,2.85668432033382
1990-10,CZE,MABMM301,IXOBSA,11.6086409373729
1990-10,CZE,PIEAFD02,GP,0.0
1990-10,CZE,PIEAFD02,IXOB,37.6
1990-10,CZE,PIEAMI02,GP,0.0
1990-10,CZE,PIEAMI02,IXOB,28.3
1990-10,CZE,PIEAMP02,GP,0.0
1990-10,CZE,PIEAMP02,IXOB,30.7
1990-10,CZE,PIEATI02,GP,0.0
1990-10,CZE,PIEATI02,IXOB,27.7860606060606
1990-10,CZE,PRINTO01,GPSA,-0.306802038339967
1990-10,CZE,PRINTO01,IXOBSA,73.5016565355509
1990-11,CZE,LMJVTTUV,ST,61176.0
1990-11,CZE,LMJVTTUV,STSA,63053.627487252
1990-11,CZE,LMUNRLTT,ST,35.0
1990-11,CZE,LMUNRRTT,ST,0.7
1990-11,CZE,LMUNRRTT,STSA,0.691473795173808
1990-11,CZE,MABMM301,GPSA,2.77734435949446
1990-11,CZE,MABMM301,IXOBSA,11.931052871661
1990-11,CZE,PIEAFD02,GP,0.0
1990-11,CZE,PIEAFD02,IXOB,37.6
1990-11,CZE,PIEAMI02,GP,0.0
1990-11,CZE,PIEAMI02,IXOB,28.3
1990-11,CZE,PIEAMP02,GP,9.44625407166124
1990-11,CZE,PIEAMP02,IXOB,33.6
1990-11,CZE,PIEATI02,GP,8.10249307479224
1990-11,CZE,PIEATI02,IXOB,30.0374242424242
1990-11,CZE,PRINTO01,GPSA,-1.80456824344957
1990-11,CZE,PRINTO01,IXOBSA,72.175268983301
1990-12,CZE,LMJVTTUV,ST,57616.0
1990-12,CZE,LMJVTTUV,STSA,60527.5228147442
1990-12,CZE,LMUNRLTT,ST,39.0
1990-12,CZE,LMUNRRTT,ST,0.8
1990-12,CZE,LMUNRRTT,STSA,0.770669326294698
1990-12,CZE,MABMM301,GPSA,2.70229239410961
1990-12,CZE,MABMM301,IXOBSA,12.2534648059491
1990-12,CZE,PIEAFD02,GP,-0.265957446808511
1990-12,CZE,PIEAFD02,IXOB,37.5
1990-12,CZE,PIEAMI02,GP,43.1095406360424
1990-12,CZE,PIEAMI02,IXOB,40.5
1990-12,CZE,PIEAMP02,GP,1.19047619047619
1990-12,CZE,PIEAMP02,IXOB,34.0
1990-12,CZE,PIEATI02,GP,6.6944266495836
1990-12,CZE,PIEATI02,IXOB,32.0482575757576
1990-12,CZE,PRINTO01,GPSA,23.807732225631
1990-12,CZE,PRINTO01,IXOBSA,89.3585637559742
1991-01,CZE,CCUSMA02,IXOB,112.417515206394
1991-01,CZE,CCUSMA02,ST,27.6468180736364
1991-01,CZE,CCUSSP01,ST,3.644
1991-01,CZE,CPALTT01,IXNB,28.4625
1991-01,CZE,CPALTT01,IXOB,28.4625
1991-01,CZE,LMJVTTUV,ST,48700.0
1991-01,CZE,LMJVTTUV,STSA,51892.5441973368
1991-01,CZE,LMUNRLTT,ST,59.0
1991-01,CZE,LMUNRLTT,STSA,45.0017536264234
1991-01,CZE,LMUNRRTT,ST,1.1
1991-01,CZE,LMUNRRTT,STSA,0.865848038414117
1991-01,CZE,MABMM301,GPSA,2.63118994826311
1991-01,CZE,MABMM301,GYSA,44.4351986686083
1991-01,CZE,MABMM301,IXOBSA,12.5758767402372
1991-01,CZE,PIEAFD02,GP,15.4666666666667
1991-01,CZE,PIEAFD02,GY,15.1595744680851
1991-01,CZE,PIEAFD02,IXOB,43.3
1991-01,CZE,PIEAMI02,GP,0.246913580246914
1991-01,CZE,PIEAMI02,GY,43.4628975265018
1991-01,CZE,PIEAMI02,IXOB,40.6
1991-01,CZE,PIEAMP02,GP,24.4117647058823
1991-01,CZE,PIEAMP02,GY,37.785016286645
1991-01,CZE,PIEAMP02,IXOB,42.3
1991-01,CZE,PIEATI02,GP,20.5343740618433
1991-01,CZE,PIEATI02,GY,39.0235457063712
1991-01,CZE,PIEATI02,IXOB,38.6291666666667
1991-01,CZE,PRINTO01,GPSA,-22.9039451053089
1991-01,CZE,PRINTO01,GYSA,0.915712167954141
1991-01,CZE,PRINTO01,IXOBSA,68.8919273664134
1991-01,CZE,PRMITO01,IXOBSA,191.074973626631
1991-01,CZE,PRMNTO01,IXOB,70.084721818471
1991-01,CZE,PRMNTO01,IXOBSA,76.4485547575207
1991-01,CZE,XTEXVA01,CXML,0.355845651886478
1991-01,CZE,XTEXVA01,CXMLSA,0.409395217780298
1991-01,CZE,XTEXVA01,GPSA,-12.8946345148302
1991-01,CZE,XTEXVA01,GYSA,41.1707647518269
1991-01,CZE,XTEXVA01,NCML,9.838
1991-01,CZE,XTEXVA01,NCMLSA,11.3184751061886
1991-01,CZE,XTIMVA01,CXML,0.551057990088482
1991-01,CZE,XTIMVA01,CXMLSA,0.647980762345083
1991-01,CZE,XTIMVA01,GPSA,7.99679372418052
1991-01,CZE,XTIMVA01,GYSA,6.22635448280051
1991-01,CZE,XTIMVA01,NCML,15.235
1991-01,CZE,XTIMVA01,NCMLSA,17.9146062517707
1991-01,CZE,XTNTVA01,CXML,-0.195212338202004
1991-01,CZE,XTNTVA01,CXMLSA,-0.238585544564785
1991-01,CZE,XTNTVA01,NCML,-5.397
1991-01,CZE,XTNTVA01,NCMLSA,-6.59613114558209
1991-02,CZE,CCUSMA02,IXOB,110.77957622971
1991-02,CZE,CCUSMA02,ST,27.2440000535
1991-02,CZE,CCUSSP01,ST,3.592
1991-02,CZE,CPALTT01,GP,6.22895622895624
1991-02,CZE,CPALTT01,IXNB,30.2354166666667
1991-02,CZE,CPALTT01,IXOB,30.2354166666667
1991-02,CZE,LMJVTTUV,ST,37978.0
1991-02,CZE,LMJVTTUV,STSA,40500.1432118608
1991-02,CZE,LMUNRLTT,ST,74.0
1991-02,CZE,LMUNRLTT,STSA,63.0166432084529
1991-02,CZE,LMUNRRTT,ST,1.4
1991-02,CZE,LMUNRRTT,STSA,1.21854809692559
1991-02,CZE,MABMM301,GPSA,2.56373325651736
1991-02,CZE,MABMM301,GYSA,42.8485456369107
1991-02,CZE,MABMM301,IXOBSA,12.8982886745253
1991-02,CZE,PIEAFD02,GP,16.1662817551963
1991-02,CZE,PIEAFD02,GY,33.7765957446808
1991-02,CZE,PIEAFD02,IXOB,50.3
1991-02,CZE,PIEAMI02,GP,4.92610837438424
1991-02,CZE,PIEAMI02,GY,50.530035335689
1991-02,CZE,PIEAMI02,IXOB,42.6
1991-02,CZE,PIEAMP02,GP,23.8770685579196
1991-02,CZE,PIEAMP02,GY,70.6840390879479
1991-02,CZE,PIEAMP02,IXOB,52.4
1991-02,CZE,PIEATI02,GP,22.266500622665
1991-02,CZE,PIEATI02,GY,69.9792243767313
1991-02,CZE,PIEATI02,IXOB,47.2305303030303
1991-02,CZE,PRINTO01,GPSA,-7.76722882876591
1991-02,CZE,PRINTO01,GYSA,-2.91796023807203
1991-02,CZE,PRINTO01,IXOBSA,63.5409337233169
1991-02,CZE,PRMITO01,IXOBSA,202.803041775542
1991-02,CZE,PRMNTO01,GPSA,-8.171676569506
1991-02,CZE,PRMNTO01,IXOB,68.8578557910142
1991-02,CZE,PRMNTO01,IXOBSA,70.2014261206744
1991-02,CZE,XTEXVA01,CXML,0.537072381855331
1991-02,CZE,XTEXVA01,CXMLSA,0.537324773510619
1991-02,CZE,XTEXVA01,GPSA,31.2484245477862
1991-02,CZE,XTEXVA01,GYSA,79.1082578368731
1991-02,CZE,XTEXVA01,NCML,14.632
1991-02,CZE,XTEXVA01,NCMLSA,14.6388761582702
1991-02,CZE,XTIMVA01,CXML,0.594552927917759
1991-02,CZE,XTIMVA01,CXMLSA,0.616727068435826
1991-02,CZE,XTIMVA01,GPSA,-4.82324410313486
1991-02,CZE,XTIMVA01,GYSA,1.1027981042337
1991-02,CZE,XTIMVA01,NCML,16.198
1991-02,CZE,XTIMVA01,NCMLSA,16.8021122854605
1991-02,CZE,XTNTVA01,CXML,-0.0574805460624281
1991-02,CZE,XTNTVA01,CXMLSA,-0.0794022949252063
1991-02,CZE,XTNTVA01,NCML,-1.566
1991-02,CZE,XTNTVA01,NCMLSA,-2.16323612719034
1991-03,CZE,CCUSMA02,IXOB,116.862611925253
1991-03,CZE,CCUSMA02,ST,28.7399998619048
1991-03,CZE,CCUSSP01,ST,3.317
1991-03,CZE,CPALTT01,GP,4.12044374009509
1991-03,CZE,CPALTT01,IXNB,31.48125
1991-03,CZE,CPALTT01,IXOB,31.48125
1991-03,CZE,LMJVTTUV,ST,37324.0
1991-03,CZE,LMJVTTUV,STSA,38419.5298866663
1991-03,CZE,LMUNRLTT,ST,90.0
1991-03,CZE,LMUNRLTT,STSA,87.3674940769396
1991-03,CZE,LMUNRRTT,ST,1.7
1991-03,CZE,LMUNRRTT,STSA,1.65458188176965
1991-03,CZE,MABMM301,GPSA,2.49964892571268
1991-03,CZE,MABMM301,GYSA,41.3712957582801
1991-03,CZE,MABMM301,IXOBSA,13.2207006088134
1991-03,CZE,PIEAFD02,GP,-1.98807157057654
1991-03,CZE,PIEAFD02,GY,31.1170212765957
1991-03,CZE,PIEAFD02,IXOB,49.3
1991-03,CZE,PIEAMI02,GP,0.234741784037559
1991-03,CZE,PIEAMI02,GY,50.8833922261484
1991-03,CZE,PIEAMI02,IXOB,42.7
1991-03,CZE,PIEAMP02,GP,0.572519083969466
1991-03,CZE,PIEAMP02,GY,71.6612377850163
1991-03,CZE,PIEAMP02,IXOB,52.7
1991-03,CZE,PIEATI02,GP,1.01853738032186
1991-03,CZE,PIEATI02,GY,71.7105263157895
1991-03,CZE,PIEATI02,IXOB,47.7115909090909
1991-03,CZE,PRINTO01,GPSA,4.82998921555686
1991-03,CZE,PRINTO01,GYSA,-16.6718337115943
1991-03,CZE,PRINTO01,IXOBSA,66.6099539696172
1991-03,CZE,PRMITO01,IXOBSA,213.383610670794
1991-03,CZE,PRMNTO01,GPSA,-5.39310734784956
1991-03,CZE,PRMNTO01,IXOB,64.103749934619
1991-03,CZE,PRMNTO01,IXOBSA,66.4153878502652
1991-03,CZE,XTEXVA01,CXML,0.750034798315108
1991-03,CZE,XTEXVA01,CXMLSA,0.744043600760498
1991-03,CZE,XTEXVA01,GPSA,38.4718586301685
1991-03,CZE,XTEXVA01,GYSA,132.513625237656
1991-03,CZE,XTEXVA01,NCML,21.556
1991-03,CZE,XTEXVA01,NCMLSA,21.3838129831078
1991-03,CZE,XTIMVA01,CXML,0.629262355146072
1991-03,CZE,XTIMVA01,CXMLSA,0.585050707927973
1991-03,CZE,XTIMVA01,GPSA,-5.13620402428446
1991-03,CZE,XTIMVA01,GYSA,-4.09004788066014
1991-03,CZE,XTIMVA01,NCML,18.085
1991-03,CZE,XTIMVA01,NCMLSA,16.8143572650573
1991-03,CZE,XTNTVA01,CXML,0.120772443169036
1991-03,CZE,XTNTVA01,CXMLSA,0.158992892832524
1991-03,CZE,XTNTVA01,NCML,3.471
1991-03,CZE,XTNTVA01,NCMLSA,4.56945571805059
1991-04,CZE,CCUSMA02,IXOB,121.755608151002
1991-04,CZE,CCUSMA02,ST,29.9433334904762
1991-04,CZE,CCUSSP01,ST,3.251
1991-04,CZE,CPALTT01,GP,2.43531202435312
1991-04,CZE,CPALTT01,IXNB,32.2479166666667
1991-04,CZE,CPALTT01,IXOB,32.2479166666667
1991-04,CZE,LMJVTTUV,ST,36280.0
1991-04,CZE,LMJVTTUV,STSA,36496.2882361798
1991-04,CZE,LMUNRLTT,ST,107.0
1991-04,CZE,LMUNRLTT,STSA,111.72805188124
1991-04,CZE,LMUNRRTT,ST,2.0
1991-04,CZE,LMUNRRTT,STSA,2.09883846810487
1991-04,CZE,MABMM301,GPSA,2.43869023153857
1991-04,CZE,MABMM301,GYSA,39.9925107657742
1991-04,CZE,MABMM301,IXOBSA,13.5431125431015
1991-04,CZE,PIEAFD02,GP,-1.01419878296146
1991-04,CZE,PIEAFD02,GY,29.7872340425532
1991-04,CZE,PIEAFD02,IXOB,48.8
1991-04,CZE,PIEAMI02,GP,0.0
1991-04,CZE,PIEAMI02,GY,50.8833922261484
1991-04,CZE,PIEAMI02,IXOB,42.7
1991-04,CZE,PIEAMP02,GP,-0.379506641366224
1991-04,CZE,PIEAMP02,GY,71.0097719869707
1991-04,CZE,PIEAMP02,IXOB,52.5
1991-04,CZE,PIEATI02,GP,2.68199233716473
1991-04,CZE,PIEATI02,GY,76.3157894736842
1991-04,CZE,PIEATI02,IXOB,48.9912121212121
1991-04,CZE,PRINTO01,GPSA,-8.18291294056047
1991-04,CZE,PRINTO01,GYSA,-14.7703588937774
1991-04,CZE,PRINTO01,IXOBSA,61.159319426536
1991-04,CZE,PRMITO01,IXOBSA,215.984528489899
1991-04,CZE,PRMNTO01,GPSA,-8.43965760126976
1991-04,CZE,PRMNTO01,IXOB,58.4294945576312
1991-04,CZE,PRMNTO01,IXOBSA,60.8101565211475
1991-04,CZE,XTEXVA01,CXML,0.67330512838233
1991-04,CZE,XTEXVA01,CXMLSA,0.631919501864429
1991-04,CZE,XTEXVA01,GPSA,-15.0695602759657
1991-04,CZE,XTEXVA01,GYSA,91.4907581407361
1991-04,CZE,XTEXVA01,NCML,20.161
1991-04,CZE,XTEXVA01,NCMLSA,18.9217763834622
1991-04,CZE,XTIMVA01,CXML,0.60290548498022
1991-04,CZE,XTIMVA01,CXMLSA,0.592260343266394
1991-04,CZE,XTIMVA01,GPSA,1.23230948031057
1991-04,CZE,XTIMVA01,GYSA,-2.90814044813219
1991-04,CZE,XTIMVA01,NCML,18.053
1991-04,CZE,XTIMVA01,NCMLSA,17.7342489716095
1991-04,CZE,XTNTVA01,CXML,0.0703996434021106
1991-04,CZE,XTNTVA01,CXMLSA,0.0396591585980354
1991-04,CZE,XTNTVA01,NCML,2.108
1991-04,CZE,XTNTVA01,NCMLSA,1.18752741185266
1991-05,CZE,CCUSMA02,IXOB,122.456542773791
1991-05,CZE,CCUSMA02,ST,30.1157142085714
1991-05,CZE,CCUSSP01,ST,3.324
1991-05,CZE,CPALTT01,GP,1.93164933135216
1991-05,CZE,CPALTT01,IXNB,32.8708333333333
1991-05,CZE,CPALTT01,IXOB,32.8708333333333
1991-05,CZE,LMJVTTUV,ST,37120.0
1991-05,CZE,LMJVTTUV,STSA,35838.5468201348
1991-05,CZE,LMUNRLTT,ST,118.0
1991-05,CZE,LMUNRLTT,STSA,131.347711837356
1991-05,CZE,LMUNRRTT,ST,2.2
1991-05,CZE,LMUNRRTT,STSA,2.43823096020262
1991-05,CZE,MABMM301,GPSA,2.38063394409523
1991-05,CZE,MABMM301,GYSA,38.7026635260011
1991-05,CZE,MABMM301,IXOBSA,13.8655244773895
1991-05,CZE,PIEAFD02,GP,0.204918032786885
1991-05,CZE,PIEAFD02,GY,30.0531914893617
1991-05,CZE,PIEAFD02,IXOB,48.9
1991-05,CZE,PIEAMI02,GP,1.40515222482434
1991-05,CZE,PIEAMI02,GY,53.0035335689046
1991-05,CZE,PIEAMI02,IXOB,43.3
1991-05,CZE,PIEAMP02,GP,1.33333333333333
1991-05,CZE,PIEAMP02,GY,73.2899022801303
1991-05,CZE,PIEAMP02,IXOB,53.2
1991-05,CZE,PIEATI02,GP,1.6496465043205
1991-05,CZE,PIEATI02,GY,79.2243767313019
1991-05,CZE,PIEATI02,IXOB,49.7993939393939
1991-05,CZE,PRINTO01,GPSA,-5.66452365120326
1991-05,CZE,PRINTO01,GYSA,-21.799583977812
1991-05,CZE,PRINTO01,IXOBSA,57.694935312705
1991-05,CZE,PRMITO01,IXOBSA,223.312342531238
1991-05,CZE,PRMNTO01,GPSA,-7.68757878633315
1991-05,CZE,PRMNTO01,IXOB,59.1196066980756
1991-05,CZE,PRMNTO01,IXOBSA,56.1353278284918
1991-05,CZE,XTEXVA01,CXML,0.626848822819119
1991-05,CZE,XTEXVA01,CXMLSA,0.574417479051634
1991-05,CZE,XTEXVA01,GPSA,-9.09958034894311
1991-05,CZE,XTEXVA01,GYSA,64.1192797290384
1991-05,CZE,XTEXVA01,NCML,18.878
1991-05,CZE,XTEXVA01,NCMLSA,17.2989926355271
1991-05,CZE,XTIMVA01,CXML,0.556121627533351
1991-05,CZE,XTIMVA01,CXMLSA,0.553344845708891
1991-05,CZE,XTIMVA01,GPSA,-6.5706741975798
1991-05,CZE,XTIMVA01,GYSA,-9.28773021165719
1991-05,CZE,XTIMVA01,NCML,16.748
1991-05,CZE,XTIMVA01,NCMLSA,16.664375232155
1991-05,CZE,XTNTVA01,CXML,0.0707271952857678
1991-05,CZE,XTNTVA01,CXMLSA,0.0210726333427431
1991-05,CZE,XTNTVA01,NCML,2.13
1991-05,CZE,XTNTVA01,NCMLSA,0.634617403372065
1991-06,CZE,CCUSMA02,IXOB,125.545021587664
1991-06,CZE,CCUSMA02,ST,30.8752632142105
1991-06,CZE,CCUSSP01,ST,3.223
1991-06,CZE,CPALTT01,GP,2.18658892128279
1991-06,CZE,CPALTT01,IXNB,33.5895833333333
1991-06,CZE,CPALTT01,IXOB,33.5895833333333
1991-06,CZE,LMJVTTUV,ST,35174.0
1991-06,CZE,LMJVTTUV,STSA,33622.4822690137
1991-06,CZE,LMUNRLTT,ST,139.0
1991-06,CZE,LMUNRLTT,STSA,150.972600035428
1991-06,CZE,LMUNRRTT,ST,2.6
1991-06,CZE,LMUNRRTT,STSA,2.82875489328608
1991-06,CZE,MABMM301,GPSA,2.32527759634226
1991-06,CZE,MABMM301,GYSA,37.4934175882043
1991-06,CZE,MABMM301,IXOBSA,14.1879364116776
1991-06,CZE,PIEAFD02,GP,-0.817995910020451
1991-06,CZE,PIEAFD02,GY,28.9893617021277
1991-06,CZE,PIEAFD02,IXOB,48.5
1991-06,CZE,PIEAMI02,GP,-1.15473441108545
1991-06,CZE,PIEAMI02,GY,51.2367491166078
1991-06,CZE,PIEAMI02,IXOB,42.8
1991-06,CZE,PIEAMP02,GP,-0.18796992481203
1991-06,CZE,PIEAMP02,GY,72.9641693811075
1991-06,CZE,PIEAMP02,IXOB,53.1
1991-06,CZE,PIEATI02,GP,-0.811437403400288
1991-06,CZE,PIEATI02,GY,77.7700831024931
1991-06,CZE,PIEATI02,IXOB,49.395303030303
1991-06,CZE,PRINTO01,GPSA,0.524014121178642
1991-06,CZE,PRINTO01,GYSA,-24.8213353048124
1991-06,CZE,PRINTO01,IXOBSA,57.9972649209484
1991-06,CZE,PRMITO01,IXOBSA,232.54268451467
1991-06,CZE,PRMNTO01,GPSA,1.40440667735443
1991-06,CZE,PRMNTO01,IXOB,53.675388701236
1991-06,CZE,PRMNTO01,IXOBSA,56.9236961208699
1991-06,CZE,XTEXVA01,CXML,0.71565381796746
1991-06,CZE,XTEXVA01,CXMLSA,0.705252657969127
1991-06,CZE,XTEXVA01,GPSA,22.7770191000285
1991-06,CZE,XTEXVA01,GYSA,90.6088264781425
1991-06,CZE,XTEXVA01,NCML,22.096
1991-06,CZE,XTEXVA01,NCMLSA,21.7748614473184
1991-06,CZE,XTIMVA01,CXML,0.508821573147574
1991-06,CZE,XTIMVA01,CXMLSA,0.505804374184905
1991-06,CZE,XTIMVA01,GPSA,-8.59147273036984
1991-06,CZE,XTIMVA01,GYSA,-17.0812501336222
1991-06,CZE,XTIMVA01,NCML,15.71
1991-06,CZE,XTIMVA01,NCMLSA,15.616843187858
1991-06,CZE,XTNTVA01,CXML,0.206832244819886
1991-06,CZE,XTNTVA01,CXMLSA,0.199448283784223
1991-06,CZE,XTNTVA01,NCML,6.386
1991-06,CZE,XTNTVA01,NCMLSA,6.15801825946042
1991-07,CZE,CCUSMA02,IXOB,126.063316306068
1991-07,CZE,CCUSMA02,ST,31.0027273354545
1991-07,CZE,CCUSSP01,ST,3.279
1991-07,CZE,CPALTT01,GP,-0.713266761768898
1991-07,CZE,CPALTT01,IXNB,33.35
1991-07,CZE,CPALTT01,IXOB,33.35
1991-07,CZE,LMJVTTUV,ST,37942.0
1991-07,CZE,LMJVTTUV,STSA,35617.6291741612
1991-07,CZE,LMUNRLTT,ST,166.0
1991-07,CZE,LMUNRLTT,STSA,170.154376958267
1991-07,CZE,LMUNRRTT,ST,3.1
1991-07,CZE,LMUNRRTT,STSA,3.1824281278401
1991-07,CZE,MABMM301,GPSA,2.27243712498404
1991-07,CZE,MABMM301,GYSA,36.3574468085106
1991-07,CZE,MABMM301,IXOBSA,14.5103483459657
1991-07,CZE,PIEAFD02,GP,0.0
1991-07,CZE,PIEAFD02,GY,28.9893617021277
1991-07,CZE,PIEAFD02,IXOB,48.5
1991-07,CZE,PIEAMI02,GP,1.63551401869159
