LinearRegression,DecisionTree,Lasso,XGBoost,AdaBoost
-0.039135034427376425,-1.4056744967298522,-0.07211109218687728,-0.18415157642368407,0.07716909557870644
0.16147522495431665,0.1102326899675189,-0.06840819512623164,0.26021653136507716,0.10930810095237431
0.2815224974315571,-0.17623574358248506,-0.00025077033461995413,0.15018272397923826,0.11971599552713552
0.3292901664233173,-0.7352758249410587,-0.02147724645403981,-0.36604451696321605,0.05231609810192983
0.26262869203740236,-0.03379965368513638,-0.00016824393715020314,0.22721760506649513,0.23964003086572883
0.3118247441258626,-0.2122361112844866,-0.10797863780188077,0.07496322371299946,0.308118279096418
0.3101049933752792,0.13678782074881357,-0.033207953436218185,-0.02824315910002939,0.24768859889430628
-0.03699159554169151,-3.136130019429463,-0.21357386297624936,-1.855646315347883,-0.9587890652150017
0.2610172593735204,-0.31136683216114736,-0.01245830413584148,-0.27984874262645376,-0.23836811451711393
-0.051665405874900205,-0.48502120280521854,-0.04413782433076374,0.10979339944052846,0.07360644937940397
